delivery_id	item_id	item_name	item_version_name	score	manual_score	points	total_seconds	start	end	block_idx	block_len	is_excluded	item_idx	item_type	key	option_score	option_scores	presented	response	response_text	status	group_id	delivery_score	delivery_passed	form_id	form_name
03199100-99c9-477e-987f-6e8f0ea817ef	2c66595f-25aa-40b3-b3f0-b7f9b821e645	100	100_3_Japanese Atrocities in Asia_v1	0.0		1.0	15.480114	2025-10-02T23:10:40.106175	2025-10-02T23:10:55.586289	8	1	False	8	multiple_choice	[1, 0, 0, 0]		[0, 1, 0, 1]	[3, 1, 2, 0]	[2]		final	default	55.20833		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
03199100-99c9-477e-987f-6e8f0ea817ef	6ffbd1c9-cb67-4334-8571-31ea06510451	100	100_1_Tripartite Pact and Axis expansion_v1	1.0		1.0	19.701591	2025-10-02T23:08:31.590089	2025-10-02T23:08:51.291680	1	1	False	1	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[0, 2, 3, 1]	[0]		final	default	55.20833		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
03199100-99c9-477e-987f-6e8f0ea817ef	9bbc84b3-6504-4245-9abc-9d918b15f3a5	100	100_4_Post-War Division of Germany_v1	1.0		1.0	16.08496	2025-10-02T23:11:17.645117	2025-10-02T23:11:33.730077	10	1	False	10	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[0, 1, 3, 2]	[0]		final	default	55.20833		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
03199100-99c9-477e-987f-6e8f0ea817ef	97426e74-9d0f-4c2c-9841-49e862f57a9a	Survey - History	Survey - History_v1	0.75		1.0	8.040578	2025-10-02T23:13:50.402642	2025-10-02T23:13:58.443220	22	1	False	22	scale					4		final	4bad8d63-3d5a-4b5d-8211-8430531a78fe	55.20833		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
03199100-99c9-477e-987f-6e8f0ea817ef	b94ea213-d8a4-410d-a7a3-3bbfd2125bcc	100	100_1_Germany invades the Soviet Union_v1	1.0		1.0	19.518318	2025-10-02T23:09:22.136299	2025-10-02T23:09:41.654617	3	1	False	3	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[1, 3, 0, 2]	[0]		final	default	55.20833		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
03199100-99c9-477e-987f-6e8f0ea817ef	6d46c0b1-9f5f-4421-9995-178d2b8ea769	100	100_3_Civilian Victims in the Soviet Union Under German Occupation_v1	1.0		1.0	7.663019	2025-10-02T23:12:24.720043	2025-10-02T23:12:32.383062	14	1	False	14	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[1, 0, 2, 3]	[0]		final	default	55.20833		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
03199100-99c9-477e-987f-6e8f0ea817ef	fcfae172-b643-4ecf-91d9-7c98f90b0177	100	100_1_Japanese goal in attacking Pearl Harbor_v1	0.0		1.0	16.640694	2025-10-02T23:12:42.474874	2025-10-02T23:12:59.115568	16	1	False	16	multiple_choice	[1, 0, 0, 0]		[0, 0, 1, 1]	[2, 1, 0, 3]	[1]		final	default	55.20833		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
03199100-99c9-477e-987f-6e8f0ea817ef	b289bac2-a4dc-411b-b6d4-a4c3b7445ac0	100	100_4_Potsdam Declaration and Japan's Surrender_v1	1.0		1.0	12.043784	2025-10-02T23:12:12.239531	2025-10-02T23:12:24.283315	13	1	False	13	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[1, 0, 2, 3]	[0]		final	default	55.20833		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
03199100-99c9-477e-987f-6e8f0ea817ef	b926ebf3-d1aa-43e5-b22d-518d7bc34f13	100	100_1_Molotov–Ribbentrop Pact impact_v1	1.0		1.0	16.937254	2025-10-02T23:13:09.626597	2025-10-02T23:13:26.563851	18	1	False	18	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[1, 0, 3, 2]	[0]		final	default	55.20833		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
03199100-99c9-477e-987f-6e8f0ea817ef	a0126442-382e-42cf-8fea-07b8a3940818	Survey - History Knowledge	Survey - History Knowledge_v1	0.25		1.0	6.481819	2025-10-02T23:13:43.475354	2025-10-02T23:13:49.957173	21	1	False	21	scale					2		final	4bad8d63-3d5a-4b5d-8211-8430531a78fe	55.20833		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
03199100-99c9-477e-987f-6e8f0ea817ef	c97ef7ec-d7ff-4daf-a2d8-d20468d46460	100	100_3_Forced Labour in Nazi Germany_v1	0.0		1.0	11.778419	2025-10-02T23:09:42.125383	2025-10-02T23:09:53.903802	4	1	False	4	multiple_choice	[1, 0, 0, 0]		[0, 1, 0, 1]	[2, 3, 0, 1]	[2]		final	default	55.20833		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
03199100-99c9-477e-987f-6e8f0ea817ef	ae165514-9167-4ce9-b2e7-0f11c6431bbb	100	100_2_Japanese Surrender in WWII_v1	1.0		1.0	9.639509	2025-10-02T23:12:59.544092	2025-10-02T23:13:09.183601	17	1	False	17	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[0, 3, 1, 2]	[0]		final	default	55.20833		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
03199100-99c9-477e-987f-6e8f0ea817ef	53b70cf5-859d-40b4-989d-60b1f2225284	Survey - General History Knowledge	Survey - General History Knowledge_v1	0.25		1.0	5.513489	2025-10-02T23:13:37.481364	2025-10-02T23:13:42.994853	20	1	False	20	scale					2		final	4bad8d63-3d5a-4b5d-8211-8430531a78fe	55.20833		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
03199100-99c9-477e-987f-6e8f0ea817ef	e84bb52c-4daf-426b-a81a-7d1ed155d1ca	100	100_3_Nazi Genocide Policies During World War II_v1	1.0		1.0	7.730343	2025-10-02T23:12:04.069364	2025-10-02T23:12:11.799707	12	1	False	12	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[1, 3, 2, 0]	[0]		final	default	55.20833		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	1e65ba03-4950-46b5-97d5-afe80b6ffbf7	500	500_2_Soviet Union's Actions in Eastern Europe (1939-1940)_v1	0.0		1.0	18.433895	2025-10-02T23:05:11.387931	2025-10-02T23:05:29.821826	7	1	False	7	multiple_choice	[1, 0, 0, 0]		[0, 1, 0, 1]	[2, 1, 0, 3]	[2]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	e7dee3df-9bcb-46fd-a78c-6c426ba70e88	500	500_5_Postwar Division of Germany_v1	1.0		1.0	16.680791	2025-10-02T23:04:26.031946	2025-10-02T23:04:42.712737	4	1	False	4	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[1, 2, 3, 0]	[0]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	09fbdebc-c15b-47ce-a2f0-0fc0baf82a5a	500	500_6_Question 2: Forced Labour Under Nazi Rule_v1	1.0		1.0	7.375038	2025-10-02T23:06:55.750514	2025-10-02T23:07:03.125552	15	1	False	15	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[3, 1, 2, 0]	[0]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	dc1da2b1-8f14-4911-a5e8-b76472938e4d	500	500_2_German Strategy in Western Europe 1940_v1	1.0		1.0	9.794074	2025-10-02T23:06:29.854930	2025-10-02T23:06:39.649004	12	1	False	12	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[2, 1, 0, 3]	[0]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	97426e74-9d0f-4c2c-9841-49e862f57a9a	Survey - History	Survey - History_v1	0.25		1.0	8.139847	2025-10-02T23:08:13.849604	2025-10-02T23:08:21.989451	21	1	False	21	scale					2		final	4366c75b-c767-431e-8a1e-0592f9fc650e	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	c02a17a5-616a-484e-9822-165b36956e16	500	500_3_Soviet Counter-Offensive Against Axis Powers_v1	0.0		1.0	30.065726	2025-10-02T23:07:03.585797	2025-10-02T23:07:33.651523	16	1	False	16	multiple_choice	[1, 0, 0, 0]		[0, 1, 1, 0]	[1, 3, 2, 0]	[3]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	f3c626ba-e304-4258-86fd-1dda6eb74a10	500	500_3_Military Response to Japanese Actions in Indochina_v1	1.0		1.0	11.201422	2025-10-02T23:03:57.330767	2025-10-02T23:04:08.532189	2	1	False	2	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[2, 1, 0, 3]	[0]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	29c0eed2-485b-4975-a0f1-2c954d35ce18	500	500_7_Tank Development and Warfare in World War II_v1	1.0		1.0	12.754893	2025-10-02T23:04:58.173207	2025-10-02T23:05:10.928100	6	1	False	6	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[3, 1, 0, 2]	[0]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	f7239571-bde2-48df-bddf-5d0f2ccc8365	500	500_8_NATO and Warsaw Pact Formation_v1	1.0		1.0	8.726255	2025-10-02T23:06:40.101254	2025-10-02T23:06:48.827509	13	1	False	13	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[2, 3, 0, 1]	[0]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	655d6421-5322-4f78-8716-669f7e787b9b	500	500_1_Impact of the Second Italo-Ethiopian War_v1	1.0		1.0	9.383586	2025-10-02T23:07:44.549569	2025-10-02T23:07:53.933155	18	1	False	18	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[0, 2, 1, 3]	[0]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	53b70cf5-859d-40b4-989d-60b1f2225284	Survey - General History Knowledge	Survey - General History Knowledge_v1	0.75		1.0	2.786818	2025-10-02T23:08:22.440028	2025-10-02T23:08:25.226846	22	1	False	22	scale					4		final	4366c75b-c767-431e-8a1e-0592f9fc650e	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	a8596f8f-0a4c-441b-a9a4-ed01ce34a155	500	500_2_Tripartite Pact and Axis Expansion_v1	0.0		1.0	26.447208	2025-10-02T23:05:52.029169	2025-10-02T23:06:18.476377	10	1	False	10	multiple_choice	[1, 0, 0, 0]		[0, 0, 1, 1]	[2, 1, 3, 0]	[1]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	48e9501a-d854-4d9e-b5be-e4bde1e277a9	Survey - Completion Code	Survey - Completion Code_v1	0.0		1.0	12.041477	2025-10-02T23:08:25.685501	2025-10-02T23:08:37.726978	23	1	False	23	short_answer	[]		[]	[]	-1		final	4366c75b-c767-431e-8a1e-0592f9fc650e	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	a0126442-382e-42cf-8fea-07b8a3940818	Survey - History Knowledge	Survey - History Knowledge_v1	0.5		1.0	9.677763	2025-10-02T23:08:03.664779	2025-10-02T23:08:13.342542	20	1	False	20	scale					3		final	4366c75b-c767-431e-8a1e-0592f9fc650e	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	86696367-7549-474b-a035-f1a2d3d14e83	500	500_8_US Economic Dominance Post-WWII_v1	1.0		1.0	6.047538	2025-10-02T23:06:49.248430	2025-10-02T23:06:55.295968	14	1	False	14	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[1, 0, 3, 2]	[0]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	4e5801fd-f65f-4436-870c-8fc47f98cfb4	500	500_5_Japanese Surrender at the End of World War II_v1	1.0		1.0	10.451912	2025-10-02T23:06:18.915446	2025-10-02T23:06:29.367358	11	1	False	11	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[1, 3, 2, 0]	[0]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	1d619ae6-6b9e-4365-81dd-941a6c297ba3	500	500_4_Allied Strategic Decisions in 1942_v1	0.0		1.0	18.067764	2025-10-02T23:05:30.316647	2025-10-02T23:05:48.384411	8	1	False	8	multiple_choice	[1, 0, 0, 0]		[0, 1, 0, 1]	[2, 0, 3, 1]	[2]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	5c8e4d5d-2871-464b-b124-a2ffd6e98e62	500	500_4_Soviet Response at Stalingrad_v1	0.0		1.0	16.552705	2025-10-02T23:04:08.995113	2025-10-02T23:04:25.547818	3	1	False	3	multiple_choice	[1, 0, 0, 0]		[0, 1, 0, 1]	[1, 3, 0, 2]	[2]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	b62d45bf-77aa-45b3-be83-666a19aee9f2	500	500_7_Economic Production Advantage in World War II_v1	1.0		1.0	8.764919	2025-10-02T23:07:54.407239	2025-10-02T23:08:03.172158	19	1	False	19	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[2, 0, 3, 1]	[0]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	863c6048-81fe-4cd0-9313-71691bcfd5cf	500	500_3_Impact of US Oil Embargo on Japan's Choices_v1	1.0		1.0	14.552521	2025-10-02T23:03:42.317295	2025-10-02T23:03:56.869816	1	1	False	1	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[2, 1, 0, 3]	[0]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	013fd645-5da1-45d6-8a32-be74f1368720	500	500_1_Rise of Adolf Hitler and Consolidation of Power_v1	1.0		1.0	14.454337	2025-10-02T23:04:43.216458	2025-10-02T23:04:57.670795	5	1	False	5	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[3, 2, 0, 1]	[0]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	366d8abf-8f26-4203-9d58-c0cacdeaba7c	500	500_4_Consequences of the Battle of the Philippine Sea_v1	0.0		1.0	27.418936	2025-10-02T23:03:14.445710	2025-10-02T23:03:41.864646	0	1	False	0	multiple_choice	[1, 0, 0, 0]		[0, 1, 0, 1]	[0, 1, 3, 2]	[2]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	dc57407e-3eab-4290-9653-5e7c0339681c	500	500_1_International Responses to Japanese Aggression in Manchuria_v1	1.0		1.0	10.001038	2025-10-02T23:07:34.085827	2025-10-02T23:07:44.086865	17	1	False	17	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[0, 3, 1, 2]	[0]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0e20b0bc-935a-4fa9-87f3-74005fc96ec5	8d905856-24f0-4281-94cf-1f733a4be49a	500	500_6_Question 1: Nazi Policies During WWII_v1	1.0		1.0	2.729917	2025-10-02T23:05:48.836216	2025-10-02T23:05:51.566133	9	1	False	9	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[0, 3, 2, 1]	[0]		final	default	64.58333		456569f9-a764-40f8-a10c-6a29c602ada0	500_chat
0f9e621a-4968-44cc-ab86-4ae77ca77720	2c66595f-25aa-40b3-b3f0-b7f9b821e645	100	100_3_Japanese Atrocities in Asia_v1	1.0		1.0	26.693103	2025-10-02T23:12:35.208976	2025-10-02T23:13:01.902079	7	1	False	7	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[1, 2, 0, 3]	[0]		final	default	50.0		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
0f9e621a-4968-44cc-ab86-4ae77ca77720	72947c07-bdab-4d39-b5fc-1dacf5975617	100	100_4_Creation of the United Nations_v1	1.0		1.0	20.041228	2025-10-02T23:14:48.510533	2025-10-02T23:15:08.551761	11	1	False	11	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[2, 0, 3, 1]	[0]		final	default	50.0		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
0f9e621a-4968-44cc-ab86-4ae77ca77720	a26a85d2-62e0-4e23-bdf7-d9454f196b38	100	100_2_Strategic Technology in WWII_v1	1.0		1.0	72.537057	2025-10-02T23:15:09.004999	2025-10-02T23:16:21.542056	12	1	False	12	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[2, 0, 3, 1]	[0]		final	default	50.0		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
0f9e621a-4968-44cc-ab86-4ae77ca77720	6ffbd1c9-cb67-4334-8571-31ea06510451	100	100_1_Tripartite Pact and Axis expansion_v1	1.0		1.0	30.390373	2025-10-02T23:16:21.984645	2025-10-02T23:16:52.375018	13	1	False	13	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[0, 3, 2, 1]	[0]		final	default	50.0		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
0f9e621a-4968-44cc-ab86-4ae77ca77720	1959488e-af20-4500-b0d7-3b07b78351dd	100	100_2_Allied Landings in France_v1	0.0		1.0	97.456858	2025-10-02T23:20:59.195929	2025-10-02T23:22:36.652787	16	1	False	16	multiple_choice	[1, 0, 0, 0]		[0, 1, 0, 1]	[1, 0, 3, 2]	[2]		final	default	50.0		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
0f9e621a-4968-44cc-ab86-4ae77ca77720	6d46c0b1-9f5f-4421-9995-178d2b8ea769	100	100_3_Civilian Victims in the Soviet Union Under German Occupation_v1	0.0		1.0	18.012541	2025-10-02T23:23:56.358139	2025-10-02T23:24:14.370680	19	1	False	19	multiple_choice	[1, 0, 0, 0]		[0, 1, 1, 0]	[2, 1, 0, 3]	[3]		final	default	50.0		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
0f9e621a-4968-44cc-ab86-4ae77ca77720	b73068b6-e92b-44b5-ada9-1118745df76c	100	100_2_Causes of World War II_v1	0.0		1.0	18.085546	2025-10-02T23:08:01.947010	2025-10-02T23:08:20.032556	1	1	False	1	multiple_choice	[1, 0, 0, 0]		[0, 1, 0, 1]	[3, 0, 1, 2]	[2]		final	default	50.0		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
0f9e621a-4968-44cc-ab86-4ae77ca77720	97426e74-9d0f-4c2c-9841-49e862f57a9a	Survey - History	Survey - History_v1	1.0		1.0	10.686709	2025-10-02T23:24:39.796256	2025-10-02T23:24:50.482965	22	1	False	22	scale					5		final	4bad8d63-3d5a-4b5d-8211-8430531a78fe	50.0		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
0f9e621a-4968-44cc-ab86-4ae77ca77720	b289bac2-a4dc-411b-b6d4-a4c3b7445ac0	100	100_4_Potsdam Declaration and Japan's Surrender_v1	1.0		1.0	30.87192	2025-10-02T23:14:16.912782	2025-10-02T23:14:47.784702	10	1	False	10	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[0, 3, 2, 1]	[0]		final	default	50.0		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
0f9e621a-4968-44cc-ab86-4ae77ca77720	59b2265c-23e6-493e-a853-79b6a8e5c9d5	100	100_2_German Invasion of Poland_v1	1.0		1.0	21.631393	2025-10-02T23:09:17.827732	2025-10-02T23:09:39.459125	3	1	False	3	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[3, 1, 2, 0]	[0]		final	default	50.0		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
0f9e621a-4968-44cc-ab86-4ae77ca77720	ae165514-9167-4ce9-b2e7-0f11c6431bbb	100	100_2_Japanese Surrender in WWII_v1	0.0		1.0	124.415241	2025-10-02T23:10:12.428613	2025-10-02T23:12:16.843854	5	1	False	5	multiple_choice	[1, 0, 0, 0]		[0, 1, 1, 0]	[2, 3, 0, 1]	[3]		final	default	50.0		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
0f9e621a-4968-44cc-ab86-4ae77ca77720	86696367-7549-474b-a035-f1a2d3d14e83	500	500_8_US Economic Dominance Post-WWII_v1	1.0		1.0	48.213694	2025-10-02T23:24:50.926595	2025-10-02T23:25:39.140289	23	1	False	23	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[1, 0, 3, 2]	[0]		final	4bad8d63-3d5a-4b5d-8211-8430531a78fe	50.0		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
0f9e621a-4968-44cc-ab86-4ae77ca77720	07db8247-ebfb-493f-929d-a558c342ff71	100	100_1_Outcome of the Battle of Stalingrad_v1	0.0		1.0	35.905672	2025-10-02T23:23:19.982018	2025-10-02T23:23:55.887690	18	1	False	18	multiple_choice	[1, 0, 0, 0]		[0, 1, 0, 1]	[0, 2, 3, 1]	[2]		final	default	50.0		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
0f9e621a-4968-44cc-ab86-4ae77ca77720	c97ef7ec-d7ff-4daf-a2d8-d20468d46460	100	100_3_Forced Labour in Nazi Germany_v1	1.0		1.0	32.126672	2025-10-02T23:13:02.335477	2025-10-02T23:13:34.462149	8	1	False	8	multiple_choice	[1, 0, 0, 0]		[1, 1, 1, 1]	[3, 0, 2, 1]	[0]		final	default	50.0		7a11e5f0-9640-4425-ad80-04f555cbeca6	1000_chat
